Date of Birth,Gender,Location,Subscription Plan,Payment Information,Renewal Status,Usage Frequency,Purchase History,Favorite Genres,Devices Used,Engagement Metrics,Feedback/Ratings,Customer Support Interactions,Duration,Age,Age Group,Engagement Metrics Numeric,Usage Frequency Numeric,Purchase History Numeric
1949-03-31,Female,Williamland,Annual,Amex,Manual,Frequent,Electronics,Drama,Smartphone,Medium,4.5,6,365 days,75,61+,1,1.0,1
1944-06-09,Female,Drakemouth,Monthly,Mastercard,Auto-renew,Regular,Clothing,Documentary,Smartphone,Medium,3.4,10,365 days,80,61+,1,0.0,2
1995-12-17,Male,Bentonfort,Monthly,Mastercard,Manual,Frequent,Clothing,Comedy,Smartphone,High,4.9,7,365 days,29,26-35,2,1.0,2
2000-03-18,Male,Lake Douglasside,Annual,Visa,Auto-renew,Occasional,Electronics,Documentary,Smart TV,High,4.3,0,365 days,24,18-25,2,,1
1941-08-11,Female,North Ernest,Monthly,Mastercard,Auto-renew,Frequent,Books,Action,Smartphone,High,3.1,8,365 days,83,61+,2,1.0,0
1951-11-29,Male,New Brookestad,Annual,Amex,Manual,Occasional,Books,Drama,Smart TV,High,4.8,9,365 days,73,61+,2,,0
1993-03-04,Female,Aprilberg,Annual,Amex,Auto-renew,Frequent,Clothing,Horror,Tablet,High,4.3,9,365 days,31,26-35,2,1.0,2
1954-06-05,Male,Mejiaburgh,Monthly,Visa,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,3.9,8,365 days,70,61+,1,,2
2002-12-09,Female,Munozville,Annual,Amex,Manual,Regular,Books,Drama,Smart TV,Low,4.8,9,365 days,22,18-25,0,0.0,0
1996-07-21,Male,Lewisberg,Annual,Visa,Auto-renew,Regular,Books,Comedy,Tablet,High,4.1,10,365 days,28,26-35,2,0.0,0
1940-02-11,Female,North April,Annual,Mastercard,Auto-renew,Regular,Books,Horror,Smartphone,High,4.7,3,365 days,84,61+,2,0.0,0
1976-10-01,Male,South Angelaland,Monthly,Mastercard,Auto-renew,Regular,Books,Romance,Tablet,Low,3.3,10,365 days,48,46-55,0,0.0,0
1993-12-20,Male,Lake Kelseychester,Monthly,Visa,Auto-renew,Regular,Electronics,Sci-Fi,Smart TV,Low,5.0,5,365 days,31,26-35,0,0.0,1
1946-12-02,Female,Vargasshire,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,High,3.5,5,365 days,78,61+,2,0.0,0
1938-10-03,Female,Port Markland,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Documentary,Tablet,High,4.2,4,365 days,86,61+,2,,2
1975-05-19,Female,Dianachester,Monthly,Mastercard,Manual,Regular,Electronics,Action,Tablet,Low,4.1,5,365 days,49,46-55,0,0.0,1
1946-09-25,Female,West Michaelside,Monthly,Mastercard,Auto-renew,Occasional,Clothing,Romance,Tablet,Medium,4.3,7,365 days,78,61+,1,,2
1991-06-27,Male,Karenside,Annual,Amex,Manual,Occasional,Books,Horror,Smartphone,Low,3.8,10,365 days,33,26-35,0,,0
1966-09-13,Male,Millerbury,Annual,Mastercard,Manual,Frequent,Clothing,Documentary,Smartphone,Low,3.2,9,365 days,58,56-60,0,1.0,2
2000-08-20,Male,Lake Brianaborough,Monthly,Visa,Manual,Frequent,Clothing,Romance,Smart TV,Low,3.2,7,365 days,24,18-25,0,1.0,2
1967-05-01,Male,New Emma,Monthly,Amex,Manual,Frequent,Clothing,Action,Smartphone,High,4.7,5,365 days,57,56-60,2,1.0,2
1936-12-27,Female,Lindaside,Annual,Amex,Auto-renew,Regular,Books,Action,Smartphone,High,4.1,8,365 days,88,61+,2,0.0,0
1982-02-03,Female,New Robertborough,Annual,Amex,Manual,Regular,Clothing,Drama,Smartphone,High,4.4,7,365 days,42,36-45,2,0.0,2
1990-03-13,Male,Rogerchester,Annual,Amex,Auto-renew,Occasional,Clothing,Documentary,Smartphone,Medium,4.7,10,365 days,34,26-35,1,,2
1990-05-06,Male,South Ericmouth,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Documentary,Tablet,Medium,4.3,9,365 days,34,26-35,1,,1
1980-07-10,Female,West Barbarahaven,Monthly,Visa,Manual,Frequent,Books,Sci-Fi,Smart TV,Medium,4.8,5,365 days,44,36-45,1,1.0,0
1938-09-05,Male,Williamland,Annual,Mastercard,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.7,7,365 days,86,61+,2,,0
1961-12-04,Female,Jamesstad,Annual,Amex,Auto-renew,Frequent,Electronics,Romance,Tablet,Medium,4.7,4,365 days,63,61+,1,1.0,1
1976-12-11,Female,Lake Jamie,Annual,Visa,Auto-renew,Occasional,Books,Documentary,Smart TV,High,4.8,3,365 days,48,46-55,2,,0
1960-10-05,Female,South Ryanville,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Tablet,Low,4.2,5,365 days,64,61+,0,0.0,1
1949-08-05,Male,Lake Jessicaside,Annual,Mastercard,Manual,Regular,Books,Sci-Fi,Smart TV,Low,3.5,6,365 days,75,61+,0,0.0,0
1997-03-04,Male,Leviport,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Low,3.5,9,365 days,27,26-35,0,0.0,1
1937-12-21,Male,Meyerberg,Monthly,Mastercard,Manual,Frequent,Electronics,Comedy,Smartphone,Medium,4.1,6,365 days,87,61+,1,1.0,1
1959-07-01,Female,West Gary,Annual,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,4.8,10,365 days,65,61+,1,1.0,1
1941-05-20,Male,Jacobsfort,Annual,Amex,Manual,Occasional,Electronics,Romance,Smartphone,Low,3.0,10,365 days,83,61+,0,,1
1983-09-22,Male,Nicholsburgh,Monthly,Mastercard,Manual,Frequent,Electronics,Horror,Smartphone,High,3.1,0,365 days,41,36-45,2,1.0,1
1968-12-01,Female,East Ashley,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Tablet,Medium,4.3,9,365 days,56,56-60,1,0.0,2
1992-06-22,Male,Joyburgh,Monthly,Amex,Auto-renew,Frequent,Books,Action,Smart TV,Medium,3.6,7,365 days,32,26-35,1,1.0,0
1935-08-19,Female,Lake Jose,Monthly,Amex,Manual,Regular,Clothing,Documentary,Smartphone,Low,4.6,7,365 days,89,61+,0,0.0,2
1955-02-12,Female,South Sarah,Monthly,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,3.1,0,365 days,69,61+,0,1.0,1
1963-02-12,Male,Huynhland,Monthly,Visa,Manual,Regular,Electronics,Documentary,Smartphone,High,4.6,3,365 days,61,61+,2,0.0,1
2003-12-15,Female,Herreraberg,Monthly,Mastercard,Manual,Occasional,Electronics,Action,Tablet,High,3.8,5,365 days,21,18-25,2,,1
1973-07-31,Male,South Thomashaven,Annual,Amex,Auto-renew,Frequent,Books,Documentary,Tablet,Medium,3.9,1,365 days,51,46-55,1,1.0,0
1984-12-06,Male,Jeremyton,Annual,Visa,Manual,Occasional,Electronics,Drama,Smartphone,Low,4.1,7,365 days,40,36-45,0,,1
1987-06-14,Male,Nelsonton,Annual,Mastercard,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Low,4.2,4,365 days,37,36-45,0,1.0,1
1933-09-14,Male,Port Mark,Annual,Amex,Auto-renew,Frequent,Books,Action,Tablet,High,3.7,5,365 days,91,61+,2,1.0,0
1994-07-05,Male,New Richardstad,Annual,Visa,Auto-renew,Occasional,Electronics,Sci-Fi,Smart TV,Low,4.2,8,365 days,30,26-35,0,,1
1980-06-06,Male,Maynardview,Monthly,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,High,3.2,0,365 days,44,36-45,2,0.0,2
1994-10-14,Female,Montgomeryview,Annual,Amex,Manual,Frequent,Clothing,Sci-Fi,Tablet,High,4.6,7,365 days,30,26-35,2,1.0,2
1992-11-30,Male,Scottbury,Annual,Visa,Auto-renew,Occasional,Clothing,Comedy,Smartphone,Medium,3.8,0,365 days,32,26-35,1,,2
1965-10-08,Male,New Jacobmouth,Annual,Visa,Manual,Occasional,Electronics,Sci-Fi,Tablet,Low,3.0,3,365 days,59,56-60,0,,1
1951-12-20,Male,Jensenside,Monthly,Visa,Manual,Frequent,Electronics,Horror,Tablet,Medium,3.6,7,365 days,73,61+,1,1.0,1
1988-02-12,Male,New Jonathan,Annual,Visa,Manual,Occasional,Electronics,Action,Tablet,High,4.5,4,365 days,36,36-45,2,,1
1961-01-18,Female,South Stephen,Annual,Mastercard,Manual,Frequent,Clothing,Horror,Tablet,Medium,3.2,6,365 days,63,61+,1,1.0,2
2001-02-15,Male,West Sherrishire,Annual,Visa,Auto-renew,Regular,Books,Action,Smartphone,Low,3.2,0,365 days,23,18-25,0,0.0,0
1995-07-10,Male,Brianton,Monthly,Mastercard,Manual,Regular,Clothing,Horror,Tablet,High,4.5,0,365 days,29,26-35,2,0.0,2
2002-09-17,Male,Meadowsland,Annual,Visa,Auto-renew,Frequent,Books,Documentary,Smartphone,High,4.5,4,365 days,22,18-25,2,1.0,0
1943-08-21,Male,Andrewside,Monthly,Mastercard,Manual,Occasional,Clothing,Documentary,Tablet,High,4.1,1,365 days,81,61+,2,,2
1985-02-01,Female,South Veronicaland,Monthly,Amex,Manual,Occasional,Electronics,Documentary,Smartphone,High,4.9,2,365 days,39,36-45,2,,1
1966-11-09,Female,Johnburgh,Annual,Amex,Auto-renew,Frequent,Clothing,Drama,Smartphone,Medium,3.3,1,365 days,58,56-60,1,1.0,2
1967-12-03,Male,Hallfort,Monthly,Mastercard,Manual,Frequent,Clothing,Action,Tablet,Medium,3.5,7,365 days,57,56-60,1,1.0,2
1990-07-18,Female,Adamburgh,Annual,Mastercard,Auto-renew,Regular,Clothing,Horror,Smart TV,Medium,4.4,0,365 days,34,26-35,1,0.0,2
1990-01-21,Female,Lake Jason,Annual,Visa,Auto-renew,Regular,Electronics,Romance,Smartphone,Medium,4.5,1,365 days,34,26-35,1,0.0,1
1965-08-19,Male,East Devinmouth,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Comedy,Smart TV,High,4.0,7,365 days,59,56-60,2,1.0,1
1999-10-09,Female,Franklinview,Annual,Visa,Manual,Occasional,Electronics,Drama,Smart TV,Low,4.1,2,365 days,25,26-35,0,,1
1934-01-16,Female,Louisview,Monthly,Mastercard,Auto-renew,Frequent,Electronics,Documentary,Smart TV,Medium,4.4,4,365 days,90,61+,1,1.0,1
1965-03-04,Female,Cheryltown,Monthly,Mastercard,Manual,Regular,Electronics,Drama,Smart TV,Low,3.6,7,365 days,59,56-60,0,0.0,1
1948-03-09,Male,Leonardmouth,Monthly,Amex,Manual,Frequent,Books,Comedy,Smartphone,High,4.0,10,365 days,76,61+,2,1.0,0
1999-03-17,Male,Dannyview,Annual,Visa,Manual,Frequent,Books,Drama,Smartphone,Low,3.5,7,365 days,25,26-35,0,1.0,0
1970-12-02,Female,North Nicole,Annual,Mastercard,Auto-renew,Regular,Electronics,Drama,Smart TV,High,3.5,3,365 days,54,46-55,2,0.0,1
1994-06-16,Male,South Miranda,Monthly,Mastercard,Manual,Regular,Electronics,Romance,Tablet,Low,3.4,0,365 days,30,26-35,0,0.0,1
1936-03-04,Male,Garyland,Monthly,Visa,Auto-renew,Regular,Electronics,Horror,Smartphone,High,4.6,3,365 days,88,61+,2,0.0,1
1940-05-09,Male,West Sarahchester,Annual,Amex,Auto-renew,Frequent,Electronics,Drama,Tablet,Medium,4.5,2,365 days,84,61+,1,1.0,1
1988-01-12,Male,Torrestown,Monthly,Amex,Auto-renew,Regular,Clothing,Romance,Smartphone,Medium,4.8,1,365 days,36,36-45,1,0.0,2
1934-02-24,Male,Port Margaret,Annual,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Smartphone,High,3.6,0,365 days,90,61+,2,1.0,2
1965-05-29,Female,South Suzanne,Annual,Visa,Auto-renew,Frequent,Clothing,Comedy,Smart TV,Low,4.3,3,365 days,59,56-60,0,1.0,2
1936-05-09,Male,South Jeremyshire,Annual,Visa,Manual,Regular,Clothing,Horror,Tablet,High,3.5,7,365 days,88,61+,2,0.0,2
2004-07-05,Female,East Anne,Monthly,Amex,Manual,Occasional,Books,Sci-Fi,Tablet,Low,3.4,4,365 days,20,18-25,0,,0
2002-04-10,Male,Campbellborough,Annual,Mastercard,Auto-renew,Occasional,Electronics,Drama,Smart TV,Medium,4.9,7,365 days,22,18-25,1,,1
1946-11-16,Female,Gutierrezstad,Annual,Amex,Auto-renew,Occasional,Clothing,Sci-Fi,Smart TV,Medium,4.9,3,365 days,78,61+,1,,2
2005-05-14,Female,Cynthialand,Annual,Mastercard,Manual,Frequent,Electronics,Action,Smart TV,High,4.1,2,365 days,19,18-25,2,1.0,1
1939-01-22,Female,New Maryshire,Monthly,Visa,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,High,4.1,5,365 days,85,61+,2,1.0,2
1935-01-11,Male,Kennethview,Annual,Visa,Manual,Frequent,Clothing,Documentary,Smartphone,Medium,4.9,2,365 days,89,61+,1,1.0,2
1961-07-10,Female,East Kyleberg,Monthly,Amex,Auto-renew,Frequent,Clothing,Sci-Fi,Tablet,High,4.7,8,365 days,63,61+,2,1.0,2
1958-02-03,Male,South Joseph,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smart TV,Medium,3.2,0,365 days,66,61+,1,1.0,2
1976-07-31,Female,New Patricia,Monthly,Amex,Manual,Occasional,Books,Comedy,Smart TV,Medium,3.1,9,365 days,48,46-55,1,,0
1964-11-16,Female,Ricefort,Annual,Amex,Auto-renew,Frequent,Electronics,Documentary,Smartphone,Medium,3.9,6,365 days,60,61+,1,1.0,1
1972-01-13,Female,Robertsmouth,Annual,Amex,Auto-renew,Regular,Books,Romance,Tablet,High,4.5,3,365 days,52,46-55,2,0.0,0
1962-06-21,Female,North Kelly,Annual,Visa,Auto-renew,Regular,Clothing,Documentary,Smartphone,High,4.7,9,365 days,62,61+,2,0.0,2
1968-07-15,Male,East Elizabeth,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,Medium,3.3,4,365 days,56,56-60,1,1.0,1
1939-12-27,Female,Austinshire,Monthly,Visa,Auto-renew,Regular,Books,Drama,Smart TV,Medium,4.7,5,365 days,85,61+,1,0.0,0
1942-12-14,Male,Shortport,Monthly,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,3.1,5,365 days,82,61+,1,1.0,1
2001-11-29,Female,Port Robinport,Annual,Amex,Manual,Regular,Electronics,Drama,Smart TV,Low,3.5,1,365 days,23,18-25,0,0.0,1
1996-11-18,Male,Lake Holly,Monthly,Visa,Manual,Regular,Books,Documentary,Smartphone,High,3.3,6,365 days,28,26-35,2,0.0,0
1960-10-19,Female,Crawfordtown,Monthly,Amex,Manual,Regular,Clothing,Action,Smart TV,High,4.7,4,365 days,64,61+,2,0.0,2
1955-10-08,Male,West Jenniferhaven,Annual,Visa,Manual,Occasional,Electronics,Horror,Smartphone,Medium,3.7,3,365 days,69,61+,1,,1
1993-10-18,Female,Meganfort,Monthly,Amex,Manual,Frequent,Electronics,Romance,Smartphone,Low,4.6,9,365 days,31,26-35,0,1.0,1
2005-03-14,Male,Mcconnellfurt,Annual,Mastercard,Auto-renew,Occasional,Clothing,Horror,Smartphone,High,5.0,7,365 days,19,18-25,2,,2
1957-06-15,Male,Port Meganshire,Annual,Mastercard,Manual,Regular,Electronics,Documentary,Smart TV,Low,4.2,10,365 days,67,61+,0,0.0,1
1987-05-10,Female,Lopezfort,Monthly,Mastercard,Manual,Frequent,Electronics,Horror,Tablet,Low,4.6,8,365 days,37,36-45,0,1.0,1
1991-08-31,Female,Lake Ricardoburgh,Annual,Amex,Auto-renew,Occasional,Books,Comedy,Tablet,High,4.4,9,365 days,33,26-35,2,,0
1967-06-14,Male,East Oliviafort,Monthly,Visa,Manual,Occasional,Clothing,Documentary,Smartphone,Medium,4.4,6,365 days,57,56-60,1,,2
1946-04-28,Male,Bobbybury,Annual,Mastercard,Manual,Occasional,Clothing,Documentary,Smart TV,Low,4.1,5,365 days,78,61+,0,,2
1950-04-01,Female,Emilymouth,Monthly,Visa,Manual,Frequent,Clothing,Action,Smart TV,Low,4.1,7,365 days,74,61+,0,1.0,2
1997-10-29,Male,Port Rileyshire,Monthly,Visa,Manual,Occasional,Electronics,Horror,Smart TV,Medium,4.9,8,365 days,27,26-35,1,,1
1984-10-18,Male,Chandlerchester,Annual,Visa,Manual,Occasional,Electronics,Horror,Smartphone,Medium,4.7,1,365 days,40,36-45,1,,1
1991-12-03,Female,Cardenasside,Annual,Mastercard,Auto-renew,Occasional,Books,Documentary,Smart TV,Low,3.1,2,365 days,33,26-35,0,,0
1994-05-22,Female,Lake Heather,Annual,Amex,Manual,Regular,Clothing,Documentary,Tablet,Medium,3.7,9,365 days,30,26-35,1,0.0,2
1981-07-03,Female,New Jonathanchester,Annual,Visa,Manual,Regular,Clothing,Action,Tablet,Medium,4.9,1,365 days,43,36-45,1,0.0,2
1940-11-16,Female,Port Charlotte,Annual,Visa,Auto-renew,Frequent,Books,Sci-Fi,Tablet,High,4.4,6,365 days,84,61+,2,1.0,0
1969-12-09,Male,Daviesburgh,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,High,3.6,8,365 days,55,56-60,2,0.0,2
1946-07-03,Male,Lake Isaactown,Monthly,Mastercard,Manual,Regular,Electronics,Comedy,Tablet,Low,4.9,6,365 days,78,61+,0,0.0,1
2001-05-29,Male,North Susanshire,Annual,Visa,Auto-renew,Occasional,Books,Horror,Tablet,Medium,3.0,2,365 days,23,18-25,1,,0
1994-12-14,Female,New Dale,Monthly,Visa,Manual,Frequent,Clothing,Comedy,Smart TV,High,3.8,9,365 days,30,26-35,2,1.0,2
1996-08-26,Female,Theresahaven,Monthly,Visa,Manual,Frequent,Books,Comedy,Smartphone,High,3.8,4,365 days,28,26-35,2,1.0,0
1997-02-05,Male,Danielmouth,Monthly,Mastercard,Manual,Regular,Electronics,Sci-Fi,Smartphone,Low,3.8,10,365 days,27,26-35,0,0.0,1
1977-03-06,Female,North Bradland,Annual,Amex,Manual,Frequent,Clothing,Sci-Fi,Smart TV,High,3.2,8,365 days,47,46-55,2,1.0,2
1965-06-13,Male,Johnsonside,Annual,Mastercard,Manual,Occasional,Clothing,Horror,Smartphone,Low,4.9,8,365 days,59,56-60,0,,2
1951-03-08,Female,Davisfort,Monthly,Visa,Manual,Regular,Electronics,Action,Smart TV,Low,4.8,0,365 days,73,61+,0,0.0,1
1940-05-09,Male,Mitchellbury,Annual,Mastercard,Manual,Occasional,Books,Drama,Smart TV,Low,5.0,9,365 days,84,61+,0,,0
1993-12-11,Female,West Maria,Monthly,Amex,Manual,Regular,Books,Action,Tablet,Low,3.9,9,365 days,31,26-35,0,0.0,0
2000-08-31,Female,Daviston,Annual,Mastercard,Manual,Frequent,Electronics,Documentary,Tablet,Low,3.7,2,365 days,24,18-25,0,1.0,1
1974-11-22,Male,Kathleenmouth,Monthly,Mastercard,Auto-renew,Regular,Books,Horror,Tablet,High,4.5,9,365 days,50,46-55,2,0.0,0
1947-06-13,Male,Lake Lisamouth,Monthly,Amex,Manual,Regular,Books,Comedy,Smartphone,High,3.6,9,365 days,77,61+,2,0.0,0
1945-08-12,Female,New Melvin,Annual,Mastercard,Auto-renew,Frequent,Clothing,Romance,Tablet,High,4.4,1,365 days,79,61+,2,1.0,2
1981-04-17,Female,Ginaville,Annual,Visa,Auto-renew,Frequent,Clothing,Drama,Smartphone,Low,4.5,4,365 days,43,36-45,0,1.0,2
1947-05-22,Female,Ginaside,Monthly,Amex,Auto-renew,Frequent,Books,Action,Tablet,Medium,4.6,10,365 days,77,61+,1,1.0,0
1992-10-13,Female,Port Patriciamouth,Monthly,Amex,Manual,Regular,Electronics,Comedy,Tablet,High,4.4,0,365 days,32,26-35,2,0.0,1
2004-02-24,Female,Dustinview,Monthly,Visa,Manual,Occasional,Clothing,Drama,Tablet,Low,3.2,8,365 days,20,18-25,0,,2
2005-08-25,Male,West Tammy,Annual,Visa,Manual,Occasional,Clothing,Documentary,Tablet,High,4.7,8,365 days,19,18-25,2,,2
1971-09-03,Male,Lake Dylan,Annual,Amex,Manual,Frequent,Electronics,Horror,Smartphone,Low,3.8,8,365 days,53,46-55,0,1.0,1
1989-05-26,Female,West Lindaville,Monthly,Amex,Manual,Regular,Electronics,Documentary,Smartphone,Medium,4.0,3,365 days,35,36-45,1,0.0,1
1986-02-28,Female,Alexisborough,Monthly,Mastercard,Manual,Regular,Clothing,Documentary,Tablet,High,4.9,5,365 days,38,36-45,2,0.0,2
1995-11-09,Male,Loweborough,Annual,Visa,Auto-renew,Occasional,Books,Romance,Tablet,Medium,3.4,2,365 days,29,26-35,1,,0
1979-11-07,Female,South Erik,Monthly,Amex,Manual,Occasional,Books,Horror,Tablet,Low,3.3,4,365 days,45,46-55,0,,0
1997-11-26,Male,South Brandon,Monthly,Mastercard,Auto-renew,Frequent,Books,Documentary,Smartphone,High,3.6,1,365 days,27,26-35,2,1.0,0
1935-08-25,Male,Harrisbury,Monthly,Amex,Auto-renew,Occasional,Books,Sci-Fi,Smart TV,Medium,4.3,8,365 days,89,61+,1,,0
1936-12-21,Female,Port Zacharyborough,Annual,Mastercard,Auto-renew,Regular,Books,Action,Smart TV,High,3.4,4,365 days,88,61+,2,0.0,0
1953-07-15,Female,Lake Sandrafort,Monthly,Amex,Manual,Frequent,Clothing,Drama,Smartphone,Medium,4.2,1,365 days,71,61+,1,1.0,2
1952-06-14,Male,Allenmouth,Monthly,Mastercard,Auto-renew,Occasional,Electronics,Romance,Tablet,High,4.4,10,365 days,72,61+,2,,1
1978-10-06,Female,East Mandyton,Annual,Amex,Auto-renew,Occasional,Electronics,Drama,Tablet,Low,4.1,4,365 days,46,46-55,0,,1
1963-08-12,Male,Lake Anna,Annual,Visa,Manual,Frequent,Books,Drama,Tablet,Medium,3.6,5,365 days,61,61+,1,1.0,0
1959-01-10,Female,West Justin,Monthly,Mastercard,Auto-renew,Frequent,Books,Comedy,Tablet,Medium,3.4,10,365 days,65,61+,1,1.0,0
1995-04-09,Male,Travisview,Annual,Mastercard,Auto-renew,Regular,Books,Romance,Smart TV,High,3.4,8,365 days,29,26-35,2,0.0,0
2005-10-22,Male,Martinezhaven,Annual,Mastercard,Manual,Frequent,Clothing,Comedy,Tablet,Medium,4.2,0,365 days,19,18-25,1,1.0,2
1961-03-19,Male,Hancockburgh,Monthly,Amex,Manual,Regular,Electronics,Horror,Smartphone,Low,4.0,9,365 days,63,61+,0,0.0,1
1966-03-08,Male,North Reneebury,Annual,Visa,Auto-renew,Occasional,Clothing,Drama,Tablet,Low,3.1,10,365 days,58,56-60,0,,2
1969-05-18,Female,Nathanielland,Monthly,Amex,Manual,Frequent,Books,Action,Smart TV,Low,5.0,10,365 days,55,56-60,0,1.0,0
1990-03-31,Female,Rodriguezhaven,Monthly,Amex,Manual,Regular,Electronics,Drama,Smart TV,Medium,3.6,5,365 days,34,26-35,1,0.0,1
1997-09-16,Male,Lucaston,Monthly,Amex,Auto-renew,Regular,Books,Documentary,Smart TV,Medium,3.9,3,365 days,27,26-35,1,0.0,0
1994-10-29,Female,Port Mark,Monthly,Visa,Auto-renew,Frequent,Books,Documentary,Smart TV,Low,3.8,8,365 days,30,26-35,0,1.0,0
1988-06-03,Male,Lake Matthew,Annual,Visa,Auto-renew,Frequent,Electronics,Sci-Fi,Smart TV,Medium,3.7,7,365 days,36,36-45,1,1.0,1
1945-04-28,Male,Deanland,Annual,Mastercard,Manual,Regular,Books,Comedy,Smartphone,Medium,3.4,8,365 days,79,61+,1,0.0,0
1952-10-15,Female,Floresside,Monthly,Amex,Auto-renew,Occasional,Books,Horror,Tablet,Medium,3.1,1,365 days,72,61+,1,,0
1950-04-08,Female,Josephfurt,Monthly,Amex,Manual,Occasional,Clothing,Comedy,Smartphone,Medium,4.8,6,365 days,74,61+,1,,2
1968-04-18,Male,Port Heather,Monthly,Visa,Auto-renew,Frequent,Electronics,Romance,Smartphone,Medium,5.0,9,365 days,56,56-60,1,1.0,1
1985-12-23,Male,Troybury,Monthly,Visa,Auto-renew,Regular,Clothing,Romance,Smart TV,High,3.8,7,365 days,39,36-45,2,0.0,2
1996-06-21,Female,New Nicholasmouth,Annual,Visa,Auto-renew,Regular,Books,Drama,Tablet,Low,5.0,4,365 days,28,26-35,0,0.0,0
1973-07-10,Male,Whitneyfort,Annual,Visa,Auto-renew,Occasional,Books,Drama,Smartphone,High,3.7,10,365 days,51,46-55,2,,0
1989-11-19,Male,West Thomas,Monthly,Mastercard,Manual,Frequent,Books,Documentary,Smart TV,Medium,3.8,3,365 days,35,36-45,1,1.0,0
1974-02-24,Female,Hudsonville,Annual,Mastercard,Auto-renew,Frequent,Electronics,Action,Tablet,High,5.0,8,365 days,50,46-55,2,1.0,1
1961-06-10,Female,North Melissachester,Monthly,Amex,Auto-renew,Regular,Books,Action,Smartphone,Medium,3.8,1,365 days,63,61+,1,0.0,0
1936-12-09,Female,West Mariah,Annual,Mastercard,Auto-renew,Regular,Electronics,Horror,Smartphone,Low,3.0,9,365 days,88,61+,0,0.0,1
1967-12-20,Female,East Elizabeth,Monthly,Mastercard,Manual,Frequent,Books,Romance,Smart TV,Low,3.5,3,365 days,57,56-60,0,1.0,0
1934-08-14,Male,Hunterland,Annual,Amex,Manual,Occasional,Books,Documentary,Tablet,Low,4.3,4,365 days,90,61+,0,,0
1994-06-03,Female,East Josephside,Annual,Visa,Manual,Occasional,Clothing,Romance,Tablet,High,3.3,6,365 days,30,26-35,2,,2
1995-01-04,Male,South Adamland,Annual,Mastercard,Auto-renew,Frequent,Books,Comedy,Smartphone,Low,3.6,3,365 days,29,26-35,0,1.0,0
1940-10-19,Male,Martinfort,Monthly,Visa,Auto-renew,Regular,Electronics,Drama,Tablet,High,4.0,2,365 days,84,61+,2,0.0,1
1950-12-04,Male,Erichaven,Monthly,Mastercard,Manual,Occasional,Books,Drama,Tablet,High,3.2,10,365 days,74,61+,2,,0
1948-01-10,Female,Lake Tarastad,Annual,Visa,Manual,Frequent,Books,Romance,Smart TV,Medium,3.9,3,365 days,76,61+,1,1.0,0
1976-06-27,Male,Brittanyburgh,Monthly,Amex,Manual,Regular,Books,Documentary,Smartphone,Low,4.9,0,365 days,48,46-55,0,0.0,0
1980-12-18,Female,Crossborough,Annual,Visa,Auto-renew,Regular,Books,Comedy,Smart TV,Medium,4.5,8,365 days,44,36-45,1,0.0,0
1935-11-23,Female,North Brandonburgh,Annual,Visa,Auto-renew,Regular,Electronics,Horror,Tablet,High,4.0,5,365 days,89,61+,2,0.0,1
2004-09-30,Male,Lake Margaretport,Annual,Visa,Auto-renew,Occasional,Electronics,Action,Tablet,Medium,4.1,3,365 days,20,18-25,1,,1
1967-01-03,Male,Javierfort,Monthly,Mastercard,Manual,Frequent,Clothing,Romance,Smartphone,Medium,4.9,2,365 days,57,56-60,1,1.0,2
1937-09-11,Female,Belindamouth,Monthly,Visa,Manual,Occasional,Clothing,Sci-Fi,Tablet,High,4.6,6,365 days,87,61+,2,,2
1977-10-06,Male,Christineport,Annual,Mastercard,Manual,Regular,Books,Romance,Tablet,High,4.8,9,365 days,47,46-55,2,0.0,0
1984-06-19,Female,New Jennifer,Monthly,Amex,Manual,Frequent,Electronics,Sci-Fi,Smartphone,Low,3.8,7,365 days,40,36-45,0,1.0,1
1941-01-30,Female,North Jessica,Monthly,Amex,Manual,Occasional,Books,Comedy,Tablet,Low,4.2,5,365 days,83,61+,0,,0
1955-03-21,Female,Scottton,Monthly,Amex,Manual,Regular,Electronics,Romance,Smart TV,Low,3.8,1,365 days,69,61+,0,0.0,1
1943-09-19,Male,Port Cole,Annual,Visa,Auto-renew,Regular,Books,Sci-Fi,Smart TV,Medium,3.1,9,365 days,81,61+,1,0.0,0
